====================================================================================================
ДАННЫЕ СОБСТВЕННЫХ МОД
====================================================================================================

    Поле (Э)     Mode1_Re     Mode1_Im     Mode2_Re     Mode2_Im      Rec+_Re      Rec+_Im      Rec-_Re      Rec-_Im
     2878.00     3.440467    -0.061946     3.704534    -0.006253     3.446085    -0.057516     3.705100    -0.053661
     2878.50     3.441801    -0.069434     3.704410    -0.004795     3.447344    -0.057369     3.705106    -0.053809
     2879.00     3.442638    -0.075255     3.704389    -0.005605     3.448603    -0.057219     3.705112    -0.053958
     2881.00     3.448178    -0.054203     3.703804    -0.005023     3.453638    -0.056608     3.705139    -0.054570
     2881.50     3.448868    -0.054871     3.703776    -0.004241     3.454896    -0.056451     3.705146    -0.054726
     2885.50     3.459274    -0.053227     3.703987    -0.005710     3.464949    -0.055139     3.705215    -0.056039
     2887.50     3.463717    -0.062432     3.704295    -0.003818     3.469967    -0.054441     3.705258    -0.056737
     2889.50     3.468601    -0.074709     3.703653    -0.005736     3.474979    -0.053713     3.705308    -0.057465
     2890.50     3.470794    -0.062276     3.703543    -0.005025     3.477482    -0.053337     3.705335    -0.057840
     2894.00     3.479333    -0.058572     3.703536    -0.003199     3.486226    -0.051955     3.705448    -0.059222
     2895.00     3.481587    -0.058212     3.703472    -0.003574     3.488719    -0.051540     3.705486    -0.059637
     2897.00     3.486361    -0.052057     3.703900    -0.004435     3.493695    -0.050682     3.705571    -0.060495
     2899.50     3.492728    -0.051409     3.704148    -0.005249     3.499896    -0.049554     3.705697    -0.061624
     2901.00     3.496560    -0.051267     3.704691    -0.004052     3.503605    -0.048845     3.705784    -0.062332
     2902.00     3.498870    -0.054884     3.704530    -0.003241     3.506072    -0.048358     3.705847    -0.062819
     2904.50     3.505404    -0.064783     3.703551    -0.005196     3.512218    -0.047091     3.706028    -0.064086
     2906.00     3.508526    -0.061897     3.703690    -0.005083     3.515887    -0.046294     3.706154    -0.064883
     2907.50     3.512428    -0.060986     3.703513    -0.003557     3.519542    -0.045469     3.706295    -0.065708
     2908.00     3.514247    -0.055077     3.703700    -0.004168     3.520757    -0.045187     3.706346    -0.065990
     2908.50     3.514997    -0.050929     3.703889    -0.005219     3.521970    -0.044902     3.706398    -0.066275
     2911.50     3.522901    -0.057855     3.704646    -0.003890     3.529203    -0.043120     3.706758    -0.068057
     2915.50     3.532716    -0.063610     3.703158    -0.004810     3.538704    -0.040543     3.707379    -0.070634
     2917.50     3.537500    -0.055929     3.703478    -0.003642     3.543380    -0.039165     3.707764    -0.072012
     2920.00     3.544092    -0.059795     3.703141    -0.005681     3.549139    -0.037358     3.708331    -0.073820
     2921.00     3.546475    -0.055249     3.703198    -0.005903     3.551413    -0.036608     3.708588    -0.074569
     2921.50     3.548057    -0.044356     3.703518    -0.005804     3.552544    -0.036228     3.708723    -0.074949
     2922.50     3.550297    -0.040078     3.704145    -0.004804     3.554790    -0.035457     3.709007    -0.075721
     2924.00     3.553489    -0.045113     3.704502    -0.003832     3.558120    -0.034273     3.709472    -0.076905
     2927.50     3.562423    -0.065083     3.704620    -0.004293     3.565695    -0.031394     3.710755    -0.079783
     2929.00     3.567262    -0.060586     3.703429    -0.007984     3.568848    -0.030116     3.711397    -0.081062
     2930.00     3.569679    -0.057831     3.703456    -0.008902     3.570917    -0.029251     3.711860    -0.081927
     2932.50     3.575785    -0.059426     3.703730    -0.004995     3.575964    -0.027051     3.713139    -0.084126
     2935.00     3.582138    -0.044287     3.704267    -0.003289     3.580824    -0.024814     3.714605    -0.086363
     2935.50     3.582829    -0.043988     3.704351    -0.002718     3.581773    -0.024364     3.714922    -0.086814
     2936.00     3.584385    -0.044262     3.704552    -0.002492     3.582714    -0.023913     3.715246    -0.087264
     2936.50     3.586121    -0.044217     3.704864    -0.003538     3.583647    -0.023462     3.715578    -0.087716
     2937.00     3.587198    -0.051724     3.704853    -0.004664     3.584572    -0.023010     3.715918    -0.088167
     2939.50     3.593358    -0.093118     3.703390    -0.002222     3.589079    -0.020756     3.717738    -0.090421
     2940.00     3.594176    -0.069835     3.703365    -0.002775     3.589956    -0.020307     3.718126    -0.090870
     2941.50     3.598160    -0.054464     3.703217    -0.002636     3.592541    -0.018967     3.719337    -0.092210
     2942.50     3.600603    -0.053375     3.703097    -0.002523     3.594225    -0.018080     3.720184    -0.093097
     2943.50     3.602921    -0.058716     3.703433    -0.003044     3.595878    -0.017201     3.721061    -0.093976
     2944.50     3.605457    -0.058787     3.703321    -0.002898     3.597501    -0.016330     3.721969    -0.094847
     2945.00     3.607027    -0.057488     3.703412    -0.002616     3.598301    -0.015898     3.722435    -0.095279
     2948.00     3.614134    -0.045663     3.703539    -0.002337     3.602948    -0.013362     3.725380    -0.097816
     2948.50     3.616096    -0.036181     3.704148    -0.003668     3.603698    -0.012949     3.725895    -0.098228
     2949.50     3.618539    -0.034555     3.704547    -0.003821     3.605177    -0.012135     3.726947    -0.099043
     2950.00     3.620088    -0.035293     3.705031    -0.003886     3.605906    -0.011732     3.727483    -0.099445
     2957.00     3.637438    -0.063179     3.703280    -0.004378     3.615474    -0.006495     3.735629    -0.104682
     2958.50     3.642279    -0.057498     3.703515    -0.009748     3.617382    -0.005476     3.737517    -0.105701
     2959.50     3.645022    -0.055502     3.703567    -0.008363     3.618628    -0.004818     3.738801    -0.106360
     2966.50     3.656583    -0.007968     3.708159    -0.073769     3.626847    -0.000684     3.748297    -0.110494
     2967.50     3.658573    -0.004770     3.709978    -0.028055     3.627955    -0.000161     3.749720    -0.111017
     2969.00     3.662189    -0.006718     3.705077    -0.030257     3.629588     0.000593     3.751882    -0.111771
     2970.00     3.664133    -0.013267     3.703328    -0.031399     3.630659     0.001075     3.753342    -0.112253
     2982.00     3.692510    -0.000127     3.701829    -0.046836     3.642492     0.005651     3.771877    -0.116829
     2982.50     3.693969    -0.000129     3.703552    -0.044646     3.642947     0.005796     3.772686    -0.116974
     2983.00     3.694668    -0.000070     3.704276    -0.042453     3.643400     0.005938     3.773499    -0.117115
     2983.50     3.696060    -0.000113     3.706023    -0.048952     3.643851     0.006076     3.774314    -0.117254
     2984.00     3.696863    -0.000077     3.706759    -0.049041     3.644298     0.006211     3.775132    -0.117389
     2984.50     3.698135    -0.000129     3.708536    -0.046870     3.644743     0.006343     3.775952    -0.117520
     2985.00     3.698817    -0.000140     3.710170    -0.046017     3.645185     0.006471     3.776775    -0.117649
     2985.50     3.699471    -0.000128     3.710785    -0.058369     3.645624     0.006596     3.777601    -0.117774
     2986.00     3.700300    -0.000195     3.712475    -0.058451     3.646061     0.006718     3.778430    -0.117896
     2986.50     3.700709    -0.000151     3.713241    -0.063950     3.646495     0.006837     3.779261    -0.118014
     2987.00     3.701246    -0.000162     3.714820    -0.064379     3.646927     0.006952     3.780095    -0.118130
     2987.50     3.701788    -0.000143     3.715710    -0.059842     3.647355     0.007065     3.780931    -0.118242
     2988.00     3.702100    -0.000167     3.717242    -0.056091     3.647782     0.007174     3.781771    -0.118351
     2988.50     3.702294    -0.000204     3.718108    -0.060782     3.648205     0.007280     3.782612    -0.118457
     2990.00     3.702562    -0.000238     3.722331    -0.064074     3.649460     0.007580     3.785153    -0.118757
     2990.50     3.702922    -0.000238     3.723762    -0.063254     3.649874     0.007674     3.786005    -0.118851
     2991.00     3.703125    -0.000223     3.724415    -0.066753     3.650285     0.007764     3.786859    -0.118942
     2991.50     3.703177    -0.000121     3.726117    -0.062558     3.650693     0.007853     3.787716    -0.119030
     2992.00     3.703407    -0.000160     3.726927    -0.069183     3.651099     0.007938     3.788576    -0.119115
     2992.50     3.703411    -0.000154     3.728530    -0.058904     3.651502     0.008020     3.789438    -0.119197
     2993.00     3.702860    -0.000086     3.730145    -0.062915     3.651903     0.008099     3.790303    -0.119277
     2994.00     3.703224    -0.000097     3.732634    -0.061487     3.652697     0.008250     3.792039    -0.119427
     2994.50     3.703276    -0.000079     3.733187    -0.064677     3.653090     0.008321     3.792911    -0.119498
     2995.00     3.703378    -0.000111     3.735045    -0.061822     3.653481     0.008389     3.793786    -0.119566
     2996.00     3.703563    -0.000135     3.737751    -0.067009     3.654255     0.008518     3.795542    -0.119695
     2996.50     3.703465    -0.000090     3.738570    -0.062853     3.654638     0.008578     3.796424    -0.119755
     2997.00     3.703550    -0.000122     3.740241    -0.064722     3.655019     0.008635     3.797308    -0.119813
     2997.50     3.703427    -0.000132     3.741924    -0.069572     3.655398     0.008691     3.798195    -0.119868
     2998.50     3.703563    -0.000156     3.744373    -0.066796     3.656148     0.008793     3.799976    -0.119970
     2999.00     3.703476    -0.000170     3.745338    -0.060721     3.656519     0.008840     3.800869    -0.120018
     2999.50     3.703678    -0.000171     3.746923    -0.060639     3.656888     0.008885     3.801766    -0.120063
     3000.00     3.703496    -0.000166     3.747838    -0.063254     3.657255     0.008928     3.802665    -0.120105
     3000.50     3.703503    -0.000166     3.749675    -0.068915     3.657619     0.008968     3.803566    -0.120145
     3001.00     3.703570    -0.000180     3.750682    -0.068006     3.657981     0.009006     3.804469    -0.120183
     3001.50     3.703597    -0.000183     3.752304    -0.066787     3.658340     0.009041     3.805375    -0.120218
     3002.00     3.703725    -0.000118     3.753667    -0.060992     3.658697     0.009074     3.806284    -0.120251
     3002.50     3.703598    -0.000191     3.754735    -0.065344     3.659052     0.009104     3.807194    -0.120282
     3003.00     3.703483    -0.000186     3.756364    -0.069056     3.659404     0.009133     3.808107    -0.120310
     3006.00     3.703613    -0.091915     3.778302    -0.069925     3.661468     0.009256     3.813635    -0.120434
     3010.00     3.703620    -0.000605     3.775086    -0.066151     3.664090     0.009305     3.821135    -0.120482
     3010.50     3.703796    -0.000622     3.775978    -0.064990     3.664408     0.009302     3.822083    -0.120480
     3011.00     3.703665    -0.000368     3.777648    -0.063270     3.664723     0.009298     3.823033    -0.120475
     3011.50     3.703428    -0.000361     3.778641    -0.070086     3.665036     0.009291     3.823986    -0.120469
     3012.00     3.703576    -0.000497     3.780232    -0.070684     3.665346     0.009283     3.824940    -0.120461
     3012.50     3.703784    -0.000517     3.781151    -0.065331     3.665655     0.009273     3.825897    -0.120451
     3013.00     3.703555    -0.000502     3.782739    -0.065809     3.665961     0.009262     3.826857    -0.120439
     3013.50     3.703708    -0.000690     3.783602    -0.060583     3.666264     0.009248     3.827818    -0.120426
     3014.00     3.703603    -0.000514     3.785289    -0.063162     3.666566     0.009233     3.828782    -0.120411
     3014.50     3.703750    -0.000700     3.787031    -0.059756     3.666865     0.009217     3.829748    -0.120394
     3015.00     3.703669    -0.000700     3.787982    -0.061655     3.667162     0.009198     3.830716    -0.120376
     3015.50     3.703733    -0.000709     3.789556    -0.061739     3.667457     0.009178     3.831687    -0.120356
     3016.00     3.703762    -0.000547     3.790724    -0.061370     3.667750     0.009157     3.832660    -0.120334
     3016.50     3.703709    -0.000539     3.792308    -0.062236     3.668040     0.009134     3.833634    -0.120311
     3017.00     3.703577    -0.000552     3.793234    -0.061718     3.668328     0.009109     3.834612    -0.120286
     3017.50     3.703642    -0.000778     3.794869    -0.062412     3.668614     0.009083     3.835591    -0.120260
     3018.00     3.703677    -0.000772     3.795880    -0.064353     3.668898     0.009055     3.836573    -0.120232
     3018.50     3.703582    -0.000760     3.797460    -0.061610     3.669179     0.009026     3.837556    -0.120203
     3019.50     3.703723    -0.000589     3.800167    -0.066028     3.669736     0.008963     3.839531    -0.120141
     3020.00     3.703824    -0.000799     3.801619    -0.059401     3.670011     0.008930     3.840521    -0.120107
     3020.50     3.703929    -0.000830     3.802848    -0.064197     3.670284     0.008895     3.841513    -0.120073
     3021.00     3.703688    -0.000810     3.804401    -0.059789     3.670554     0.008859     3.842508    -0.120037
     3021.50     3.703611    -0.000595     3.805315    -0.062102     3.670823     0.008822     3.843505    -0.119999
     3022.00     3.703645    -0.000595     3.807225    -0.062321     3.671089     0.008783     3.844504    -0.119961
     3024.00     3.703741    -0.000813     3.812052    -0.060491     3.672133     0.008617     3.848521    -0.119794
     3024.50     3.703556    -0.000841     3.813900    -0.063474     3.672389     0.008572     3.849531    -0.119749
     3025.00     3.703665    -0.000849     3.814883    -0.060055     3.672642     0.008526     3.850542    -0.119704
     3025.50     3.703698    -0.000639     3.816660    -0.060928     3.672894     0.008479     3.851556    -0.119657
     3027.50     3.703771    -0.000629     3.821726    -0.064307     3.673879     0.008281     3.855632    -0.119458
     3028.00     3.703658    -0.000634     3.823348    -0.064601     3.674120     0.008229     3.856656    -0.119406
     3028.50     3.703676    -0.000475     3.824437    -0.061372     3.674359     0.008176     3.857683    -0.119353
     3029.00     3.703741    -0.000455     3.826037    -0.065900     3.674596     0.008122     3.858711    -0.119299
     3031.00     3.703731    -0.000855     3.831090    -0.064954     3.675524     0.007896     3.862844    -0.119074
     3031.50     3.703779    -0.000854     3.832089    -0.061496     3.675751     0.007838     3.863882    -0.119015
     3032.00     3.703715    -0.000856     3.833955    -0.068431     3.675976     0.007778     3.864923    -0.118956
     3032.50     3.703693    -0.001135     3.835639    -0.065405     3.676199     0.007718     3.865965    -0.118896
     3034.50     3.703832    -0.001119     3.840786    -0.067904     3.677072     0.007470     3.870153    -0.118647
     3041.00     3.703811    -0.000513     3.858103    -0.067779     3.679701     0.006592     3.883974    -0.117769
     3041.50     3.703767    -0.000505     3.860032    -0.067452     3.679890     0.006521     3.885050    -0.117698
     3042.00     3.703849    -0.000501     3.860978    -0.066625     3.680078     0.006449     3.886127    -0.117626
     3045.50     3.703722    -0.001203     3.870265    -0.067403     3.681344     0.005936     3.893719    -0.117113
     3046.00     3.703742    -0.001505     3.871988    -0.061232     3.681518     0.005861     3.894810    -0.117039
     3046.50     3.703689    -0.001961     3.873075    -0.060405     3.681690     0.005786     3.895903    -0.116964
     3047.00     3.703759    -0.001614     3.874818    -0.063525     3.681861     0.005711     3.896997    -0.116888
     3049.00     3.703692    -0.000716     3.880128    -0.057054     3.682528     0.005407     3.901392    -0.116584
     3049.50     3.703814    -0.000675     3.881788    -0.061837     3.682691     0.005331     3.902494    -0.116508
     3050.00     3.703526    -0.000684     3.882733    -0.058462     3.682852     0.005254     3.903598    -0.116431
