====================================================================================================
ДАННЫЕ СОБСТВЕННЫХ МОД
====================================================================================================

    Поле (Э)     Mode1_Re     Mode1_Im     Mode2_Re     Mode2_Im      Rec+_Re      Rec+_Im      Rec-_Re      Rec-_Im
     2995.00     3.659530    -0.031303     3.656063     0.054512     3.832845    -0.424894     3.614119    -0.058780
     2995.50     3.659697    -0.032158     3.656092     0.054300     3.834183    -0.425037     3.614180    -0.058637
     2996.00     3.659530    -0.032607     3.656132     0.054300     3.835522    -0.425180     3.614242    -0.058495
     2996.50     3.659530    -0.032813     3.656132     0.054300     3.836860    -0.425321     3.614304    -0.058353
     2997.00     3.659530    -0.033297     3.656140     0.054300     3.838197    -0.425462     3.614366    -0.058213
     2997.50     3.659899    -0.033563     3.656392     0.054085     3.839534    -0.425601     3.614429    -0.058073
     2998.00     3.659899    -0.033563     3.656802     0.053501     3.840871    -0.425740     3.614493    -0.057934
     2998.50     3.659899    -0.033563     3.656839     0.053361     3.842207    -0.425878     3.614557    -0.057796
     2999.00     3.661832    -0.033823     3.657016     0.053178     3.843542    -0.426015     3.614621    -0.057659
     2999.50     3.662110    -0.033823     3.657286     0.052864     3.844878    -0.426152     3.614686    -0.057522
     3000.00     3.662110    -0.033563     3.657519     0.052612     3.846212    -0.426287     3.614751    -0.057387
     3000.50     3.662110    -0.033563     3.657533     0.052560     3.847547    -0.426422     3.614817    -0.057252
     3001.00     3.662330    -0.033563     3.657897     0.052165     3.848881    -0.426556     3.614883    -0.057118
     3001.50     3.662405     0.016364     3.658133     0.051815     3.850214    -0.426689     3.614949    -0.056985
     3002.00     3.662893     0.018283     3.658367     0.051655     3.851548    -0.426821     3.615016    -0.056853
     3002.50     3.662893     0.034908     3.658696     0.051107     3.852880    -0.426953     3.615083    -0.056722
     3003.00     3.663366     0.034908     3.658841     0.051050     3.854213    -0.427083     3.615151    -0.056591
     3003.50     3.663587     0.035173     3.659116     0.051009     3.855545    -0.427213     3.615219    -0.056461
     3004.00     3.663659     0.035173     3.659347     0.050938     3.856877    -0.427342     3.615287    -0.056332
     3004.50     3.663923     0.035173     3.659371     0.050938     3.858208    -0.427470     3.615355    -0.056204
     3005.00     3.664119     0.035847     3.659577     0.050850     3.859539    -0.427597     3.615424    -0.056077
     3005.50     3.664119     0.035847     3.659610     0.050783     3.860870    -0.427724     3.615494    -0.055950
     3006.00     3.664166     0.018178     3.659638     0.050760     3.862200    -0.427850     3.615563    -0.055825
     3006.50     3.664828     0.018178     3.659674     0.050783     3.863530    -0.427975     3.615633    -0.055700
     3007.00     3.665769     0.018178     3.659768     0.050850     3.864860    -0.428099     3.615703    -0.055575
     3007.50     3.664828     0.017850     3.659922     0.050850     3.866190    -0.428222     3.615774    -0.055452
     3008.00     3.664828     0.017523     3.660180     0.050850     3.867519    -0.428345     3.615845    -0.055329
     3008.50     3.664246     0.017492     3.660185     0.050783     3.868848    -0.428467     3.615916    -0.055208
     3009.00     3.664246    -0.036759     3.660210     0.050838     3.870176    -0.428588     3.615987    -0.055087
     3009.50     3.664246    -0.037503     3.660244     0.050838     3.871504    -0.428708     3.616059    -0.054966
     3010.00     3.664246    -0.037503     3.660319     0.050838     3.872832    -0.428827     3.616131    -0.054847
     3010.50     3.664246    -0.037503     3.660480     0.050778     3.874160    -0.428946     3.616203    -0.054728
     3011.00     3.664828    -0.036759     3.660487     0.050778     3.875488    -0.429064     3.616276    -0.054610
     3011.50     3.664828     0.017492     3.660491     0.050778     3.876815    -0.429181     3.616349    -0.054493
     3012.00     3.666984     0.017492     3.660508     0.050722     3.878142    -0.429297     3.616422    -0.054377
     3012.50     3.666984    -0.038006     3.660573     0.050718     3.879469    -0.429413     3.616495    -0.054261
     3013.00     3.667183     0.017492     3.660779     0.050716     3.880795    -0.429528     3.616569    -0.054146
     3013.50     3.667183    -0.038006     3.660890     0.050713     3.882121    -0.429642     3.616642    -0.054032
     3014.00     3.667849    -0.040662     3.660928     0.050646     3.883447    -0.429755     3.616716    -0.053919
     3014.50     3.667849     0.016896     3.661005     0.050625     3.884773    -0.429868     3.616790    -0.053806
     3015.00     3.667183     0.017854     3.661127     0.050570     3.886099    -0.429980     3.616865    -0.053694
     3015.50     3.666984     0.016896     3.661309     0.050570     3.887424    -0.430091     3.616939    -0.053583
     3016.00     3.666984     0.016700     3.661346     0.050570     3.888749    -0.430201     3.617014    -0.053473
     3016.50     3.666657     0.016700     3.661350     0.050625     3.890074    -0.430311     3.617089    -0.053363
     3017.00     3.666657     0.016700     3.661373     0.050535     3.891399    -0.430420     3.617165    -0.053254
     3017.50     3.666609     0.016700     3.661402     0.050535     3.892724    -0.430528     3.617240    -0.053146
     3018.00     3.666609     0.016896     3.661465     0.050625     3.894048    -0.430636     3.617316    -0.053038
     3018.50     3.666609     0.016896     3.661516     0.050640     3.895372    -0.430742     3.617391    -0.052932
     3019.00     3.666609     0.017887     3.661597     0.050706     3.896696    -0.430848     3.617467    -0.052826
     3019.50     3.666609     0.017887     3.661683     0.050709     3.898020    -0.430954     3.617543    -0.052720
     3020.00     3.666657     0.019972     3.661794     0.050709     3.899344    -0.431058     3.617620    -0.052616
     3020.50     3.666657     0.019972     3.661843     0.050709     3.900667    -0.431162     3.617696    -0.052512
     3021.00     3.666850     0.021603     3.661864     0.050709     3.901991    -0.431265     3.617773    -0.052409
     3021.50     3.666940     0.040698     3.661872     0.050640     3.903314    -0.431368     3.617849    -0.052306
     3022.00     3.667302     0.040698     3.661961     0.050616     3.904637    -0.431470     3.617926    -0.052204
     3022.50     3.667302     0.040698     3.662128     0.050616     3.905960    -0.431571     3.618003    -0.052103
     3023.00     3.667302     0.040698     3.662214     0.050616     3.907283    -0.431671     3.618081    -0.052003
     3023.50     3.666940     0.040698     3.662246     0.050612     3.908606    -0.431771     3.618158    -0.051903
     3024.00     3.666940     0.019972     3.662269     0.050580     3.909928    -0.431870     3.618235    -0.051804
     3024.50     3.666940     0.019972     3.662389     0.050580     3.911251    -0.431968     3.618313    -0.051706
     3025.00     3.666479     0.019972     3.662440     0.050571     3.912573    -0.432066     3.618390    -0.051608
     3025.50     3.661269     0.040698     3.662461     0.050571     3.913895    -0.432163     3.618468    -0.051511
     3026.00     3.666479     0.040698     3.662499     0.050580     3.915217    -0.432259     3.618546    -0.051415
     3026.50     3.666479     0.040761     3.662544     0.050580     3.916539    -0.432355     3.618624    -0.051319
     3027.00     3.666479     0.040761     3.662545     0.050580     3.917861    -0.432450     3.618702    -0.051224
     3027.50     3.666479     0.017459     3.662605     0.050580     3.919183    -0.432544     3.618780    -0.051130
     3028.00     3.666479     0.017459     3.662712     0.050580     3.920505    -0.432638     3.618859    -0.051037
     3028.50     3.666479     0.017459     3.662726     0.050580     3.921827    -0.432731     3.618937    -0.050944
     3029.00     3.666479     0.017459     3.662748     0.050478     3.923148    -0.432823     3.619015    -0.050851
     3029.50     3.667069     0.017459     3.662792     0.050545     3.924470    -0.432915     3.619094    -0.050760
     3030.00     3.667069     0.016763     3.662879     0.050545     3.925791    -0.433006     3.619173    -0.050669
     3030.50     3.667069     0.016763     3.662903     0.050664     3.927112    -0.433096     3.619251    -0.050578
     3031.00     3.667312     0.016763     3.662904     0.050664     3.928434    -0.433186     3.619330    -0.050488
     3031.50     3.667312     0.040548     3.662991     0.050723     3.929755    -0.433275     3.619409    -0.050399
     3032.00     3.667356     0.040548     3.662994     0.050772     3.931076    -0.433363     3.619488    -0.050311
     3032.50     3.667356     0.020920     3.663054     0.050906     3.932397    -0.433451     3.619567    -0.050223
     3033.00     3.667069     0.020920     3.663106     0.051238     3.933718    -0.433538     3.619646    -0.050136
     3033.50     3.667045     0.020920     3.663262     0.051650     3.935039    -0.433625     3.619725    -0.050049
     3034.00     3.667069     0.020920     3.663385     0.051807     3.936360    -0.433711     3.619804    -0.049963
     3034.50     3.667069     0.040548     3.663391     0.051809     3.937681    -0.433796     3.619883    -0.049878
     3035.00     3.667356     0.040548     3.663409     0.052163     3.939002    -0.433881     3.619962    -0.049793
     3035.50     3.667356     0.040675     3.663445     0.052266     3.940322    -0.433965     3.620041    -0.049709
     3036.00     3.667403     0.040675     3.663445     0.052285     3.941643    -0.434049     3.620120    -0.049626
     3036.50     3.667403     0.040753     3.663508     0.052413     3.942964    -0.434131     3.620200    -0.049543
     3037.00     3.667403     0.040875     3.663541     0.052417     3.944285    -0.434214     3.620279    -0.049460
     3037.50     3.667778     0.040875     3.663541     0.052541     3.945605    -0.434295     3.620358    -0.049379
     3038.00     3.667778     0.040875     3.663585     0.052542     3.946926    -0.434377     3.620438    -0.049298
     3038.50     3.667778     0.040875     3.663585     0.052597     3.948247    -0.434457     3.620517    -0.049217
     3039.00     3.667778     0.040753     3.663611     0.052662     3.949567    -0.434537     3.620596    -0.049137
     3039.50     3.667523     0.040753     3.663617     0.052740     3.950888    -0.434616     3.620676    -0.049058
     3040.00     3.667523     0.020557     3.663630     0.052793     3.952208    -0.434695     3.620755    -0.048979
     3040.50     3.667403     0.018474     3.663630     0.052814     3.953529    -0.434773     3.620835    -0.048901
     3041.00     3.667523     0.018474     3.663673     0.052820     3.954850    -0.434851     3.620914    -0.048823
     3041.50     3.667523     0.016929     3.663673     0.052814     3.956170    -0.434928     3.620993    -0.048746
     3042.00     3.667325     0.000000     3.663673     0.052793     3.957491    -0.435004     3.621073    -0.048670
     3042.50     3.667220     0.000000     3.663673     0.052740     3.958811    -0.435080     3.621152    -0.048594
     3043.00     3.551867     0.000000     3.663630     0.052740     3.960132    -0.435155     3.621232    -0.048519
     3043.50     3.546536     0.000000     3.663577     0.052662     3.961453    -0.435230     3.621311    -0.048444
